Name,Field,Freq.,Km,L,F,P,Pj,T,U,K1dec,K1inc,K2dec,K2inc,K3dec,K3inc,K11,K22,K33,K12,K23,K13
AME18_295BC3,423,F1,1397.172,1.067,1.031,1.1,1.102,-0.364,-0.384,166.9,81.3,341,8.7,71.1,0.9,0.9861,0.96144,1.05247,-0.00935,0.00181,-0.0098
AME18_295BD1,423,F1,1407.932,1.009,1.043,1.053,1.057,0.637,0.629,165.2,78.7,331.5,11,62,2.6,1.00194,0.97811,1.01995,-0.01747,-0.00121,-0.00268
AME18_295BD2,423,F1,1143.295,1.042,1.062,1.106,1.107,0.192,0.168,178.9,75.8,340.9,13.5,71.9,4.2,1.00251,0.95292,1.04457,-0.01723,-0.0039,-0.01125
AME18_295BD3,423,F1,885.2614,1.037,1.033,1.071,1.071,-0.055,-0.072,149.1,64.6,315.9,24.8,48.3,5.1,0.98936,0.98254,1.0281,-0.01866,0.00521,-0.01412
AME16_003A1,423,F1,1671.603,1.113,1.093,1.216,1.216,-0.091,-0.14,182.5,54.7,15.2,34.6,281,6,1.02502,0.91064,1.06434,0.01722,0.00633,-0.05426
AME16_003A2,423,F1,1879.232,1.147,1.071,1.228,1.233,-0.33,-0.375,185.8,55.2,9.8,34.7,278.5,1.9,1.0186,0.9111,1.0703,0.01412,-0.00459,-0.0669
AME16_003B1,423,F1,1550.53,1.112,1.062,1.181,1.184,-0.274,-0.313,189.8,60.8,0,28.9,92.3,4.2,1.0079,0.9261,1.066,0.00674,-0.01215,-0.046
AME16_003C1,423,F1,2461.95,1.232,1.04,1.282,1.306,-0.68,-0.713,151.1,57.6,310.1,30.6,45.8,9.5,0.97013,0.93591,1.09396,-0.04423,0.04341,-0.09041
AME16_004A1,423,F1,795.6294,1.125,1.062,1.196,1.199,-0.322,-0.361,208.4,52.6,16.2,36.7,110.6,5.9,1.00622,0.93865,1.05513,0.03759,-0.03358,-0.04994
AME16_004A2,423,F1,950.5151,1.116,1.095,1.222,1.222,-0.093,-0.142,205.4,62.6,19.8,27.3,111,2.3,0.99926,0.92012,1.08062,0.03803,-0.02328,-0.04096
AME16_004B1,423,F1,962.3508,1.1,1.1,1.21,1.21,-0.001,-0.049,204.5,56.2,25.5,33.8,295.2,0.5,1.00615,0.92804,1.06581,0.04659,-0.01841,-0.04241
AME16_004C1,423,F1,937.2,1.069,1.074,1.148,1.148,0.036,0.002,206,47.6,23.7,42.4,114.7,1.1,1.01324,0.94923,1.03753,0.03849,-0.01619,-0.03018
AME16_004D1,423,F1,1586.279,1.107,1.098,1.216,1.216,-0.043,-0.092,194.7,62.8,13.1,27.2,103.4,0.7,1.01016,0.91142,1.07841,0.0255,-0.01199,-0.04181
AME16_029A1,423,F1,288.6545,1.022,1.015,1.037,1.038,-0.184,-0.192,249.9,15.3,346.7,23.4,129.6,61.6,0.99868,1.01362,0.9877,0.00822,-0.01001,0.00205
AME16_029B1,423,F1,378.2269,1.03,1.043,1.075,1.075,0.177,0.16,247.4,30.2,343.6,10.5,90.6,57.7,1.00714,1.01111,0.98175,0.00812,-0.0309,-0.00482
AME16_029C1,423,F1,371.1714,1.021,1.053,1.075,1.077,0.433,0.419,46.1,8.4,312.7,21.9,155.8,66.4,1.01305,1.01924,0.96771,0.01326,-0.00548,0.01914
AME16_029C2,423,F1,348.0758,1.015,1.026,1.041,1.042,0.247,0.238,263.6,20.2,172.1,4,71.3,69.3,1.00306,1.01384,0.9831,0.00056,-0.01284,-0.00322
AME16_029D1,423,F1,354.0374,1.027,1.037,1.065,1.065,0.145,0.129,254.6,13.2,352.7,31.1,144.6,55.6,0.99704,1.02299,0.97998,0.01198,-0.01541,0.01185
AME16_030A1,423,F1,246.056,1.025,1.039,1.065,1.065,0.218,0.203,276.1,30,16,16.5,131,54.9,0.9991,1.01565,0.98525,0.00419,-0.02411,0.01277
AME16_030B1,423,F1,234.7517,1.024,1.043,1.068,1.069,0.287,0.272,271,19.1,8.5,20.8,142,61.1,0.99991,1.02361,0.97648,0.00438,-0.0183,0.01406
AME16_030C1,423,F1,219.6524,1.013,1.072,1.086,1.093,0.68,0.669,274.2,32.8,18.3,20.6,134.7,49.7,1.00416,1.01332,0.98252,0.01353,-0.03002,0.0241
AME16_030D1,423,F1,203.9919,1.031,1.052,1.084,1.085,0.243,0.224,252.5,14.8,347.3,17.7,125,66.6,1.00611,1.02737,0.96652,0.01204,-0.0221,0.00799
AME16_031A1,423,F1,30.78382,1.038,1.033,1.073,1.073,-0.066,-0.083,202.3,65.9,21.9,24.1,112,0.2,0.99899,0.97116,1.02985,0.01346,-0.00551,-0.01315
AME16_031B1,423,F1,11.50369,1.011,1.629,1.647,1.768,0.954,0.943,301.6,52.5,205,5,111.2,37.1,1.10715,0.90229,0.99056,0.0926,-0.20309,0.08013
AME16_031C1,423,F1,5.169956,1.071,1.087,1.164,1.164,0.101,0.064,228,41.5,130.3,8.6,30.9,47.2,0.99361,1.0153,0.9911,0.00334,-0.04666,-0.05792
AME16_031D1,423,F1,2.370727,1.097,1.65,1.81,1.893,0.688,0.605,358.5,0.5,246.1,88.7,88.6,1.2,1.21714,0.6732,1.10966,-0.01378,-0.00914,0.0007
AME16_032A1,423,F1,1328.709,1.037,1.044,1.082,1.082,0.078,0.059,287.9,37.4,170.1,31.4,52.9,36.8,0.99399,1.00572,1.00028,-0.0198,-0.03309,-0.00658
AME16_032B1,423,F1,1278.85,1.031,1.042,1.075,1.075,0.149,0.131,299.1,33,173.3,42,51.5,30.4,0.99659,1.00138,1.00202,-0.02423,-0.02647,-0.00412
AME16_032C1,423,F1,761.6387,1.091,1.026,1.119,1.125,-0.549,-0.568,333.2,48,107,31.9,213.2,24.2,0.99593,0.98043,1.02364,-0.02542,-0.01497,0.04729
AME16_032D1,423,F1,877.3803,1.02,1.04,1.06,1.061,0.327,0.314,111.4,7.9,203.5,14.4,353.6,73.5,1.00568,1.02306,0.97127,-0.00632,0.00368,-0.01134
AME16_033A1,423,F1,1027.46,1.021,1.058,1.08,1.083,0.458,0.443,78,64.4,309.6,16.6,213.7,18.9,0.97731,0.99985,1.02284,-0.022,0.01748,0.01576
AME16_033B1,423,F1,954.3009,1.053,1.07,1.126,1.127,0.129,0.1,208.7,76.7,80.2,8.4,348.7,10.3,0.94537,1.00216,1.05246,0.01338,-0.00349,-0.02174
AME16_033C1,423,F1,216.4858,1.119,1.109,1.241,1.241,-0.041,-0.095,303.9,47.2,82.8,35,188.8,21.5,0.92748,1.02882,1.0437,-0.03806,-0.04386,0.06572
AME16_033E1,423,F1,1731.178,1.072,1.039,1.114,1.116,-0.286,-0.311,340.3,57,121.1,26.7,220.4,17.9,0.98781,0.97687,1.03532,-0.02347,-0.00388,0.03901
AME16_033F1,423,F1,1217.98,1.05,1.027,1.078,1.079,-0.293,-0.31,354.3,74.3,263.4,0.3,173.3,15.7,0.9721,0.99195,1.03595,0.00243,-0.00206,0.01952
AME16_034A1,423,F1,1081.33,1.029,1.073,1.105,1.108,0.418,0.397,297.4,75.4,136.1,13.9,45,4.5,0.97914,0.98018,1.04067,-0.03519,-0.01033,-0.00048
AME16_034A2,423,F1,956.9451,1.021,1.074,1.096,1.101,0.551,0.535,319.3,44.1,129.7,45.5,224.6,4.8,0.98735,0.98662,1.02603,-0.04015,-0.00281,0.0122
AME16_034A3,423,F1,988.0561,1.026,1.044,1.072,1.073,0.253,0.237,253.6,81.2,120.5,6,29.9,6.4,0.97371,0.99555,1.03074,-0.01809,-0.0062,-0.00524
AME16_034B1,423,F1,1120.604,1.025,1.046,1.072,1.073,0.303,0.287,133.1,50.6,288.7,36.8,27.9,12.1,0.97794,1.00258,1.01948,-0.02264,0.00458,-0.01637
AME16_034B2,423,F1,1150.369,1.033,1.044,1.078,1.078,0.144,0.125,286.9,27.6,128.2,60.7,21.7,9.1,0.96985,1.02106,1.00909,-0.02122,-0.01528,-0.00221
AME16_035A1,423,F1,1897.794,1.01,1.066,1.076,1.083,0.736,0.727,197.1,47.6,79.9,22.6,333.9,33.6,0.98659,1.0096,1.00381,0.01851,0.01131,-0.03077
AME16_035B1,423,F1,2938.302,1.052,1.025,1.078,1.08,-0.349,-0.365,259,57.7,129.2,22,29.7,22.4,0.9759,0.99995,1.02415,-0.00606,-0.02697,-0.01173
AME16_035B2,423,F1,4343.052,1.01,1.036,1.047,1.049,0.558,0.55,277.7,26.1,158.9,44.4,27.2,34.2,0.98944,1.01137,0.99919,-0.01085,-0.01146,-0.01399
AME16_035C1,423,F1,1791.908,1.073,1.042,1.118,1.119,-0.266,-0.292,283.3,42.3,13.7,0.4,104.1,47.7,0.99016,1.00965,1.00019,-0.00461,-0.05404,0.01305
AME16_035C2,423,F1,2258.062,1.053,1.04,1.095,1.095,-0.135,-0.158,280.5,63.3,61.4,21.3,157.6,15.3,0.96519,1.00029,1.03453,0.01066,-0.02444,0.01281
AME16_041A1,423,F1,220.7949,1.06,1.08,1.146,1.146,0.137,0.104,342.9,44.6,198.6,39.5,92.4,18.7,1.03269,0.94047,1.02683,-0.00589,-0.03163,0.02991
AME16_041A2,423,F1,396.9967,1.088,1.139,1.238,1.24,0.215,0.163,337.7,42.7,201.3,38.2,91.3,23.5,1.05249,0.91482,1.03269,-0.01447,-0.06173,0.04187
AME16_041B1,423,F1,394.4824,1.104,1.175,1.297,1.3,0.239,0.177,342.5,46.2,206.7,34.6,99.3,23.4,1.05791,0.89589,1.04621,0.00579,-0.07027,0.05928
AME16_041B2,423,F1,612.2719,1.081,1.13,1.221,1.223,0.221,0.173,345.1,49,199.2,35.7,96.2,17.4,1.04304,0.90933,1.04763,0.00253,-0.04328,0.04266
AME16_041C1,423,F1,390.9228,1.115,1.233,1.375,1.382,0.318,0.245,310.6,32.9,219.5,1.6,127.1,57,1.03965,1.03663,0.92371,-0.01329,-0.11156,0.08836
AME16_042A1,423,F1,327.4917,1.052,1.039,1.093,1.094,-0.143,-0.164,314.9,21.7,190.2,55,56.1,26,1.00813,0.9968,0.99506,-0.03643,-0.02489,0.00444
AME16_042B1,423,F1,450.4585,1.059,1.051,1.113,1.113,-0.073,-0.1,319,21.4,205.1,46,65.7,36.3,1.02028,0.99241,0.98731,-0.03716,-0.03417,0.00561
AME16_042C1,423,F1,379.4761,1.064,1.042,1.108,1.109,-0.205,-0.23,322.4,14.8,214.2,49.5,63.7,36.6,1.02412,0.99366,0.98223,-0.03866,-0.02653,0.00399
AME16_042D1,423,F1,213.9821,1.053,1.012,1.066,1.07,-0.618,-0.628,325.7,23.2,173.6,64.1,60.4,10.8,1.01381,0.99191,0.99427,-0.02542,-0.01255,0.0145
AME16_043A1,423,F1,93.54844,1.029,1.025,1.055,1.055,-0.074,-0.088,335.6,26.3,94.5,44.3,226,34.2,1.00969,0.99384,0.99647,-0.01701,0.00336,0.01829
AME16_043A2,423,F1,97.78081,1.022,1.036,1.059,1.059,0.241,0.227,335.9,24.5,84.4,34.7,218.6,45.2,1.00892,1.00058,0.9905,-0.01527,0.00753,0.02127
AME16_043B1,423,F1,92.4659,1.006,1.025,1.031,1.033,0.599,0.594,6.8,40,113.6,19,222.9,43.9,1.00284,1.00024,0.99693,-0.00588,0.00863,0.01194
AME16_043C1,423,F1,85.03887,1.012,1.03,1.042,1.043,0.437,0.429,304.9,17.8,54.1,45.8,200,38.9,0.99372,1.01082,0.99546,-0.01057,0.00207,0.01524
AME16_043C2,423,F1,98.05138,1.02,1.023,1.044,1.044,0.08,0.069,331.4,37.7,79,21.4,191.8,44.6,0.99947,1.00337,0.99716,-0.00758,-0.00228,0.0197
AME16_051A1,423,F1,91.66068,1.017,1.005,1.022,1.023,-0.547,-0.551,328.5,22.4,237.7,2,142.8,67.5,1.00608,0.99968,0.99424,-0.00612,-0.00418,0.00649
AME16_051B1,423,F1,100.2673,1.013,1.025,1.038,1.038,0.316,0.308,330.3,35.5,68.3,11,173,52.3,1.00131,1.00574,0.99295,-0.00255,-0.00442,0.01686
AME16_051C1,423,F1,75.77681,1.007,1.013,1.021,1.021,0.272,0.267,357.2,41,262.4,5.5,166.1,48.5,1.00072,1.0015,0.99777,0.00111,-0.00172,0.00994
AME16_054A1,423,F1,543.9398,1.096,1.066,1.169,1.17,-0.174,-0.212,86.3,22.3,347.5,20.5,219.2,58.9,0.97943,1.06308,0.95749,-0.00283,0.05047,0.02326
AME16_054B1,423,F1,560.7023,1.04,1.048,1.089,1.089,0.088,0.067,268.7,5.4,1,23.5,166.5,65.8,0.99468,1.04092,0.9644,0.00265,-0.00772,0.01647
AME16_054B2,423,F1,682.5265,1.112,1.026,1.141,1.15,-0.605,-0.626,109.3,11.8,11.4,33.3,216,54.1,0.97782,1.06204,0.96015,-0.03659,0.02752,0.00245
AME16_054C1,423,F1,841.6818,1.067,1.067,1.139,1.139,-0.004,-0.036,90.6,20,183.3,7.3,292.5,68.6,0.99723,1.05069,0.95208,0.00228,0.04115,-0.00837
AME16_054C2,423,F1,910.431,1.177,1.003,1.181,1.209,-0.967,-0.969,71,5.8,162.6,15.4,320.7,73.5,0.96251,1.09313,0.94436,0.0512,0.0165,0.00499
AME16_055A1,423,F1,41.36309,1.046,1.014,1.06,1.063,-0.532,-0.542,21.4,69.9,260.8,10.6,167.5,16.9,0.98222,0.98947,1.02831,0.00443,0.00453,0.01734
AME16_055A2,423,F1,52.44931,1.06,1.015,1.076,1.08,-0.587,-0.599,319.7,79.4,132,10.5,222.3,1.4,0.97843,0.97949,1.04209,-0.00831,-0.00662,0.00837
AME16_055B1,423,F1,1945.551,1.128,1.046,1.18,1.187,-0.458,-0.49,186.6,81.9,60.9,4.8,330.4,6.6,0.94327,0.96236,1.09437,0.01839,0.0004,-0.02154
AME16_055B2,423,F1,1624.359,1.12,1.025,1.148,1.159,-0.646,-0.666,195.9,85.8,313.3,1.9,43.4,3.7,0.95717,0.95794,1.08489,-0.01148,-0.00339,-0.00932
AME16_055C1,423,F1,970.694,1.199,1.023,1.226,1.251,-0.777,-0.797,165.4,88.1,319.3,1.7,49.3,0.8,0.93566,0.93231,1.13203,-0.01054,0.00131,-0.00613
AME16_056A1,423,F1,5943.255,1.082,1.059,1.147,1.147,-0.158,-0.191,328.3,81.7,95.4,5,186,6.6,0.93833,0.99112,1.07055,-0.00642,-0.00544,0.01614
AME16_056A2,423,F1,6260.657,1.088,1.069,1.163,1.163,-0.114,-0.152,330,83,93.1,3.8,183.5,5.8,0.93013,0.99245,1.07742,-0.00447,-0.00487,0.0156
AME16_056B1,423,F1,3306.647,1.072,1.057,1.133,1.133,-0.112,-0.143,19.7,84.4,287,0.3,197,5.5,0.94612,0.9896,1.06427,-0.01461,0.00382,0.0114
AME16_056B2,423,F1,2964.225,1.062,1.047,1.112,1.112,-0.129,-0.155,57.3,80,281.2,7.2,190.4,6.9,0.95219,0.9944,1.05341,-0.007,0.00981,0.01092
AME16_056C1,423,F1,963.4856,1.039,1.056,1.097,1.097,0.18,0.158,351.5,79.1,102.7,4,193.4,10.1,0.95727,1.00212,1.04061,-0.01184,0.00108,0.01609
AME16_057A1,423,F1,415.2641,1.142,1.094,1.249,1.251,-0.194,-0.247,298.6,67.4,137.2,21.6,44.6,6.6,0.94419,0.95656,1.09925,-0.05018,-0.05019,0.01688
AME16_057B1,423,F1,589.5938,1.19,1.097,1.305,1.31,-0.306,-0.365,260.4,76.5,149,5,57.9,12.5,0.9446,0.91867,1.13673,-0.03494,-0.05629,-0.01649
AME16_057C1,423,F1,550.925,1.116,1.047,1.169,1.174,-0.408,-0.44,258.4,84.5,144.3,2.2,54.1,5,0.9619,0.94921,1.08889,-0.02057,-0.01369,-0.00443
AME16_057C2,423,F1,445.0661,1.123,1.058,1.189,1.193,-0.346,-0.383,296.8,74.8,135.2,14.4,44,4.6,0.95175,0.95855,1.0897,-0.03001,-0.03018,0.01065
AME16_057D1,423,F1,629.7321,1.153,1.08,1.246,1.25,-0.296,-0.346,280.5,74.4,181.2,2.6,90.5,15.4,0.97482,0.91759,1.10758,-0.00139,-0.05662,0.00721
AME16_075A1,423,F1,93.68302,1.047,1.052,1.102,1.102,0.05,0.025,64.3,8.9,333.7,3.7,221.3,80.4,1.00875,1.03782,0.95343,0.01741,0.01195,0.00932
AME16_075B1,423,F1,111.503,1.021,1.097,1.12,1.129,0.634,0.617,231.2,1.3,322.1,33.7,139.3,56.2,1.01538,1.02421,0.96042,0.02434,-0.02769,0.03149
AME16_075C1,423,F1,50.45095,1.028,1.071,1.102,1.105,0.428,0.408,248.2,10,344.1,30.4,141.9,57.7,1.0049,1.02944,0.96566,0.0189,-0.02336,0.02223
AME16_075C2,423,F1,81.82134,1.035,1.093,1.131,1.136,0.447,0.422,244.5,7.4,338.4,27.5,140.7,61.3,1.0116,1.03737,0.95102,0.02322,-0.02717,0.02628
AME16_076A1,423,F1,153.2209,1.007,1.092,1.099,1.111,0.853,0.846,21.5,19.8,273.2,41.2,130.6,42.2,1.01185,0.99993,0.98822,0.02555,-0.03178,0.03006
AME16_076A2,423,F1,152.7956,1.005,1.073,1.078,1.088,0.861,0.856,358.4,34.1,246.4,28.9,126.3,42.2,1.01162,0.99667,0.99171,0.018,-0.0278,0.02288
AME16_076B1,423,F1,134.4211,1.028,1.063,1.093,1.095,0.374,0.355,235,15.3,333.2,27.4,119.1,57.9,1.01515,1.01534,0.96951,0.01958,-0.02942,0.00892
AME16_076B2,423,F1,172.0247,1.037,1.062,1.101,1.102,0.247,0.225,240.6,21,342.4,28.1,119,53.7,1.01015,1.01601,0.97385,0.02261,-0.03535,0.00749
AME16_076C1,423,F1,151.7632,1.033,1.102,1.138,1.144,0.496,0.471,56.5,6,324,22.3,160.7,66.8,1.01734,1.04181,0.94085,0.01999,-0.00833,0.03415
AME16_077_A1,423,F1,944.9924,1.08,1.171,1.264,1.27,0.345,0.293,221,2.3,315.4,62.3,129.8,27.6,1.02096,0.98845,0.99059,0.09776,-0.04919,0.03668
AME16_077_A2,423,F1,1159.443,1.071,1.16,1.241,1.247,0.37,0.322,228.4,20.9,354.3,56.9,128.4,24.4,1.00547,0.98645,1.00808,0.08813,-0.05947,0.01694
AME16_077_B1,423,F1,378.9163,1.085,1.059,1.149,1.15,-0.177,-0.21,215.2,0.2,121.3,86.7,305.2,3.3,1.02841,0.98153,0.99006,0.06553,0.00238,-0.00208
AME16_077_C1,423,F1,1024.343,1.107,1.207,1.336,1.342,0.299,0.232,249.3,1.2,342.4,69.8,158.8,20.2,0.9014,1.09738,1.00122,0.0881,-0.02255,0.05214
AME16_077_C2,423,F1,670.7242,1.064,1.227,1.306,1.322,0.534,0.486,254.3,6.1,8.4,75.4,162.9,13.3,0.87996,1.08742,1.03262,0.06851,-0.01944,0.03927
AME16_078A1,423,F1,122.0808,1.017,1.117,1.135,1.148,0.737,0.723,45.2,9.1,304.7,48.6,142.9,39.9,0.99822,1.01553,0.98625,0.03888,-0.03001,0.04411
AME16_078A2,423,F1,115.7317,1.023,1.118,1.143,1.154,0.663,0.644,46.2,6.3,310,44.3,142.6,45,1.00525,1.02036,0.9744,0.03763,-0.03099,0.04471
AME16_078B1,423,F1,93.74437,1.029,1.086,1.117,1.122,0.479,0.457,34.3,8.2,301.5,18.8,146.8,69.4,1.02973,1.02308,0.94719,0.01817,-0.01208,0.02556
AME16_078B2,423,F1,142.2921,1.033,1.071,1.106,1.109,0.365,0.343,43.3,5,311.5,19.5,147.1,69.8,1.02314,1.02445,0.95241,0.01994,-0.00987,0.02035
AME16_078C1,423,F1,97.29497,1.016,1.084,1.101,1.109,0.67,0.657,6.1,20.8,98.2,5.4,202,68.5,1.02593,1.01957,0.95449,-0.00219,0.0107,0.03041
AME16_079A1,423,F1,530.7854,1.097,1.043,1.145,1.149,-0.373,-0.402,348.1,64.9,248.3,4.6,156.2,24.6,0.96996,0.97695,1.05309,0.00899,-0.01383,0.05011
AME16_079A2,423,F1,761.0862,1.107,1.065,1.179,1.181,-0.233,-0.271,306,60.9,57.8,11.7,153.7,26.2,0.95472,0.99176,1.05352,0.00747,-0.04672,0.04766
AME16_079B1,423,F1,692.1221,1.042,1.018,1.061,1.062,-0.39,-0.403,66.9,68.1,325.4,4.6,233.6,21.4,0.98751,0.98699,1.0255,-0.00525,0.0181,0.00922
AME16_079B2,423,F1,586.9698,1.062,1.046,1.111,1.112,-0.15,-0.175,345.9,61.8,84.7,4.7,177.2,27.8,0.97287,0.99457,1.03256,-0.00165,-0.00719,0.04305
AME16_079C1,423,F1,244.581,1.008,1.017,1.025,1.026,0.379,0.374,344.2,38.8,103.6,31.4,219.3,35.4,1.00068,0.99889,1.00043,-0.00681,0.00408,0.0099
AME16_079C2,423,F1,287.1877,1.029,1.053,1.083,1.085,0.295,0.276,5.1,42.8,111.9,17.3,218.3,42.1,1.00552,0.9967,0.99778,-0.01223,0.01697,0.03414
AME16_080A1,423,F1,9008.288,1.095,1.05,1.149,1.152,-0.302,-0.333,353.2,68.3,189.5,20.9,97.4,5.6,0.9963,0.93914,1.06456,0.00436,-0.00831,0.03245
AME16_080A2,423,F1,6347.099,1.057,1.058,1.118,1.118,0.006,-0.022,5.5,58,156.4,28.7,253.7,13.1,1.01099,0.95161,1.03739,-0.01241,0.01398,0.02886
AME16_080B1,423,F1,7527.915,1.114,1.052,1.172,1.176,-0.364,-0.398,16,47.2,125.4,17.2,229.3,37.7,1.01367,0.96532,1.02101,-0.00126,0.03305,0.06895
AME16_080B2,423,F1,9232.604,1.108,1.068,1.184,1.185,-0.218,-0.258,5.4,46.5,105.1,9.1,203.4,42.1,1.00632,0.98043,1.01325,-0.00787,0.01748,0.0817
AME16_080C1,423,F1,386.9958,1.065,1.154,1.229,1.235,0.387,0.342,28.8,29.3,137.4,29.7,263.4,45.9,1.06127,0.9699,0.96883,0.01393,0.0813,0.03272
AME16_080C2,423,F1,780.132,1.092,1.15,1.257,1.259,0.227,0.172,98.5,61.9,6.5,1,276,28.1,1.01229,0.93132,1.05639,0.00768,0.09317,-0.01148
AME16_081A1,423,F1,453.1591,1.27,1.129,1.435,1.444,-0.326,-0.405,82.4,9.7,350.3,12.2,209.9,74.3,0.94906,1.19391,0.85702,0.02934,0.05643,0.03023
AME16_081A2,423,F1,3934.182,1.196,1.119,1.338,1.341,-0.229,-0.297,262.9,3.9,146.1,81.3,353.5,7.7,0.87397,1.15606,0.96998,0.03446,-0.0114,-0.01521
AME16_081B1,423,F1,6821.504,1.251,1.139,1.425,1.431,-0.263,-0.344,102.9,13.3,8,20.1,224.3,65.6,0.96015,1.1656,0.87425,-0.05972,0.08313,0.01954
AME16_081B2,423,F1,5397.034,1.203,1.108,1.333,1.338,-0.284,-0.349,109.5,21.5,19.3,0.6,287.8,68.5,0.98398,1.10548,0.91054,-0.04978,0.09348,-0.03212
AME16_081C1,423,F1,1960.636,1.278,1.043,1.333,1.364,-0.708,-0.742,99.9,9.5,192.5,15.2,339,71.9,0.93104,1.16958,0.89938,-0.04131,0.04547,-0.01773
AME16_081C2,423,F1,8138.335,1.296,1.056,1.369,1.398,-0.651,-0.694,98.1,18.4,209.2,47.2,353.6,36.9,0.89903,1.16611,0.93486,-0.03076,0.08392,-0.03509
AME16_083A1,423,F1,3921.77,1.246,1.022,1.274,1.307,-0.817,-0.837,294.8,45.3,174.7,26.4,65.9,33.1,0.94793,1.01215,1.03992,-0.04855,-0.11257,0.04419
AME16_083A2,423,F1,2132.444,1.118,1.076,1.204,1.205,-0.205,-0.249,305.6,45,169.8,35.6,61.6,23.6,0.99095,0.97749,1.03155,-0.05209,-0.06984,0.0217
AME16_083B1,423,F1,4052.598,1.157,1.015,1.174,1.194,-0.814,-0.827,310.3,30,157.5,57,47.6,12.5,0.9956,1.01284,0.99156,-0.06215,-0.0517,0.03993
AME16_083B2,423,F1,3228.771,1.164,1.009,1.174,1.198,-0.887,-0.895,307.8,43.9,46.6,9,145.6,44.7,0.97843,1.00008,1.02148,-0.03711,-0.06383,0.0512
AME16_083C1,423,F1,1357.374,1.094,1.032,1.129,1.135,-0.484,-0.507,308.1,51.9,113.6,37.2,209,7,0.96984,0.99407,1.03609,-0.02967,-0.03355,0.03087
AME16_083C2,423,F1,3091.052,1.134,1.033,1.171,1.182,-0.593,-0.618,327.5,49.2,126.7,38.9,225.2,10.4,0.99174,0.96803,1.04023,-0.03991,-0.03058,0.05799
AME16_084A1,423,F1,25.32591,1.029,1.022,1.052,1.052,-0.118,-0.131,299.4,39,113.5,50.8,207,2.8,0.98457,1.00635,1.00908,-0.01622,-0.01168,0.00782
AME16_084A2,423,F1,36.48167,1.015,1.032,1.047,1.048,0.344,0.333,204.7,79.7,96.8,3.2,6.2,9.7,0.97599,1.00486,1.01915,-0.00305,-0.00169,-0.00756
AME16_084B1,423,F1,47.54832,1.036,1.012,1.049,1.051,-0.492,-0.501,231.2,74,73.4,14.8,341.9,5.8,0.98248,0.99254,1.02498,0.0048,-0.007,-0.00705
AME16_084B2,423,F1,68.17681,1.022,1.016,1.038,1.038,-0.158,-0.167,214.2,69.8,50,19.5,318.2,5.1,0.99108,0.99183,1.01709,0.00892,-0.00307,-0.00689
AME16_084C1,423,F1,59.39172,1.028,1.036,1.065,1.065,0.121,0.105,290,71.2,129.3,17.8,37.5,5.8,0.98099,0.99211,1.0269,-0.01743,-0.01013,0.00013
AME16_084D1,423,F1,26.37461,1.019,1.046,1.066,1.067,0.404,0.39,289.2,67.4,134.1,20.7,40.8,8.7,0.98394,0.99244,1.02363,-0.02211,-0.01074,-0.00271
AME16_085A1,423,F1,1656.76,1.069,1.066,1.139,1.139,-0.025,-0.057,270.7,61.6,114.7,26.3,19.7,10,0.94469,1.00632,1.04899,-0.01914,-0.0324,-0.0095
AME16_085A2,423,F1,1676.178,1.038,1.091,1.133,1.137,0.397,0.37,297.5,62.6,137.8,25.9,43.8,8.3,0.9737,0.98198,1.04432,-0.04494,-0.02252,-0.0014
AME16_085B1,423,F1,2035.985,1.08,1.046,1.131,1.132,-0.261,-0.289,294.2,52.7,104.9,37,198.3,4.5,0.95375,1.00815,1.03811,-0.02394,-0.03392,0.01895
AME16_085C1,423,F1,1036.996,1.161,1.155,1.341,1.341,-0.02,-0.093,281.5,62.8,115.4,26.5,22.6,5.6,0.88018,1.00356,1.11625,-0.05316,-0.06865,0.00103
AME16_085D1,423,F1,1417.071,1.125,1.086,1.221,1.223,-0.174,-0.222,296.7,61,112.8,29,203.7,1.6,0.92557,0.99551,1.07893,-0.04035,-0.04562,0.02544
AME16_086A1,423,F1,2870.373,1.035,1.031,1.067,1.067,-0.052,-0.068,259.8,78.3,123.9,8.4,32.7,8,0.97745,0.99118,1.03138,-0.01333,-0.00908,-0.00476
AME16_086A2,423,F1,3008.019,1.063,1.041,1.107,1.107,-0.204,-0.228,292.6,70,140.6,17.9,47.7,8.8,0.97601,0.97756,1.04643,-0.02165,-0.02293,0.00373
AME16_086B1,423,F1,2734.826,1.03,1.099,1.131,1.137,0.527,0.505,337.8,56.3,185.7,30.5,87.9,12.9,1.02833,0.93492,1.03675,-0.00639,-0.02517,0.01216
AME16_086B2,423,F1,3263.383,1.078,1.084,1.168,1.168,0.037,-0.002,320.2,73.3,194.3,10,101.9,13.2,1.00054,0.93246,1.067,0.01163,-0.0304,0.0199
AME16_086C1,423,F1,3792.336,1.036,1.073,1.112,1.114,0.333,0.31,289.1,66,161.2,15.3,66.1,18.1,1.00126,0.96411,1.03463,-0.02502,-0.03141,-0.00384
AME16_086C2,423,F1,2619.353,1.046,1.057,1.105,1.105,0.1,0.075,265.1,72,141.2,10.3,48.5,14.6,0.98046,0.97867,1.04087,-0.02459,-0.02332,-0.00983
AME16_087A1,423,F1,6357.092,1.132,1.137,1.288,1.288,0.017,-0.046,215.4,64.2,357.3,20.8,93,14.5,1.01239,0.89219,1.09541,0.0177,-0.05918,-0.0406
